belongs_to_collection,budget,genres,id,original_language,overview,popularity,production_companies,release_date,revenue,runtime,status,tagline,title,vote_average,vote_count,release_year,cast,keywords,cast_size,crew_size,director,text,weighted_rating,ROI
1,12000000.0,['Adventure'],11231,en,"During a commemoration for Japanese soldiers fighting in the US Army during World War II, Mr. Miyagi meets the widow of his commanding officer. He gets to know her granddaughter Julie, an angry teenager who is still feeling the pain of losing both her parents in an accident and is having problems with her grandmother and her fellow pupils. Mr. Miyagi decides to teach her karate to get her through her pain and issues and back on the right path.",9.9697,['Columbia Pictures Corporation'],1994-07-18,15826984.0,107.0,Released,Who says the good guy has to be a guy?,The Next Karate Kid,4.8,202.0,1994.0,"['patmorita', 'hilaryswank', 'michaelironside']","['martialart', 'becominganadult', 'karat', 'reveng', 'classmat']",15,8,"['christophercain', 'christophercain', 'christophercain']",martialart becominganadult karat reveng classmat patmorita hilaryswank michaelironside christophercain christophercain christophercain Adventure,4.863780964613155,1.3189153333333334
0,20000000.0,"['Action', 'Drama', 'Science Fiction', 'Thriller']",10447,en,"In the year 2022, a ruthless prison warden has created the ultimate solution for his most troublesome and violent inmates: Absolom, a secret jungle island where prisoners are abandoned and left to die. But Marine Captain John Robbins, convicted of murdering a commanding officer, is determined to escape the island in order to reveal the truth behind his murderous actions and clear his name.",9.715187,"['Columbia Pictures Corporation', 'Pacific Western', 'Allied Filmmakers']",1994-04-29,15340000.0,118.0,Released,No Guards. No Walls.,No Escape,6.1,86.0,1994.0,"['rayliotta', 'lancehenriksen', 'stuartwilson']","['prison', 'island', 'chase', 'dystopia', 'prisonguard', 'escap', 'jungl', 'nearfutur', 'exsoldi', 'prison']",34,62,"['martincampbell', 'martincampbell', 'martincampbell']",prison island chase dystopia prisonguard escap jungl nearfutur exsoldi prison rayliotta lancehenriksen stuartwilson martincampbell martincampbell martincampbell Action Drama Science Fiction Thriller,5.859637095977833,0.767
0,30000000.0,"['Crime', 'Drama', 'Thriller']",9559,en,"A kidnapped boy strikes up a friendship with his captor: an escaped convict on the run from the law, headed by an honorable U.S. Marshal.",8.040589,"['Malpaso Productions', 'Warner Bros.']",1993-11-24,135130999.0,138.0,Released,,A Perfect World,7.2,376.0,1993.0,"['kevincostner', 'clinteastwood', 'lauradern']","['hostag', 'escapefromprison', 'escapedconvict', 'childkidnap', '1960s']",29,14,"['clinteastwood', 'clinteastwood', 'clinteastwood']",hostag escapefromprison escapedconvict childkidnap 1960s kevincostner clinteastwood lauradern clinteastwood clinteastwood clinteastwood Crime Drama Thriller,7.038238658426564,4.504366633333333
0,26000000.0,['Drama'],9800,en,No one would take his case until one man was willing to take on the system. Two competing lawyers join forces to sue a prestigious law firm for AIDS discrimination. As their unlikely friendship develops their courage overcomes the prejudice and corruption of their powerful adversaries.,13.373006,"['TriStar Pictures', 'Clinica Estetico']",1993-12-22,206678440.0,125.0,Released,No one would take on his case... until one man was willing to take on the system.,Philadelphia,7.6,1019.0,1993.0,"['tomhanks', 'denzelwashington', 'jasonrobards']","['gay', 'aid', 'homophobia', 'juror', 'court', 'partner', 'hiv', 'lawyer', 'die', 'discrimin', 'judiciari']",61,36,"['jonathandemme', 'jonathandemme', 'jonathandemme']",gay aid homophobia juror court partner hiv lawyer die discrimin judiciari tomhanks denzelwashington jasonrobards jonathandemme jonathandemme jonathandemme Drama,7.524019059405425,7.949170769230769
0,7000000.0,"['Drama', 'Romance']",713,en,"After a long voyage from Scotland, pianist Ada McGrath and her young daughter, Flora, are left with all their belongings, including a piano, on a New Zealand beach. Ada, who has been mute since childhood, has been sold into marriage to a local man named Alisdair Stewart. Making little attempt to warm up to Alisdair, Ada soon becomes intrigued by his Maori-friendly acquaintance, George Baines, leading to tense, life-altering conflicts.",7.436758,"['New South Wales Film & Television Office', 'The Australian Film Commission', 'CiBy 2000']",1993-05-19,116700000.0,121.0,Released,,The Piano,7.1,290.0,1993.0,"['hollyhunter', 'harveykeitel', 'samneill']","['lovetriangl', 'scotland', 'mother', 'adulteri', 'sexual', 'jealousi', 'cultureclash', 'isol', 'erotic', 'strang', 'penalti', 'violenthusband', 'newzealand', 'maori', 'arrangedmarriag', 'settler', 'wilder', 'deceivedhusband', 'marriag', 'secretlov', 'womandirector']",15,7,"['janecampion', 'janecampion', 'janecampion']",lovetriangl scotland mother adulteri sexual jealousi cultureclash isol erotic strang penalti violenthusband newzealand maori arrangedmarriag settler wilder deceivedhusband marriag secretlov womandirector hollyhunter harveykeitel samneill janecampion janecampion janecampion Drama Romance,6.9058956572717465,16.67142857142857
0,14000000.0,"['Drama', 'Romance']",8291,en,"In this film, we see the world through the eyes of main character Justice, a young African-American poet. A mail carrier invites a few friends along for a long overnight delivery run.",6.972599,['Columbia Pictures'],1993-07-23,27515786.0,109.0,Released,A Street Romance.,Poetic Justice,6.9,47.0,1993.0,"['janetjackson', 'tupacamarushakur', 'reginaking']","['lossoflov', 'sad', 'losangel', 'roadmovi']",28,12,"['johnsingleton', 'johnsingleton', 'johnsingleton']",lossoflov sad losangel roadmovi janetjackson tupacamarushakur reginaking johnsingleton johnsingleton johnsingleton Drama Romance,6.213610836747778,1.9654132857142856
0,11000000.0,['Comedy'],10872,en,"A cat burglar is forced to take a bickering, dysfunctional family hostage on Christmas Eve.",5.868677,"['Touchstone Pictures', 'Don Simpson/Jerry Bruckheimer Films']",1994-03-09,11439193.0,97.0,Released,They might be his hostages but what they're doing to this guy is criminal.,The Ref,6.7,99.0,1994.0,"['denisleary', 'judydavis', 'kevinspacey']","['holiday', 'robberi', 'burglar', 'christmasparti', 'hostag', 'blackmail', 'santaclaus', 'badmother-in-law', 'mother-in-law', 'liberationofhostag', 'polic', 'thief', 'dysfunctionalfamili', 'darkcomedi', 'manhunt', 'dinner', 'alcohol', 'christmasev', 'mothersonrelationship', 'christma']",12,15,"['teddemme', 'teddemme', 'teddemme']",holiday robberi burglar christmasparti hostag blackmail santaclaus badmother-in-law mother-in-law liberationofhostag polic thief dysfunctionalfamili darkcomedi manhunt dinner alcohol christmasev mothersonrelationship christma denisleary judydavis kevinspacey teddemme teddemme teddemme Comedy,6.330717079203865,1.0399266363636364
0,11500000.0,"['Drama', 'Romance']",1245,en,A rule bound head butler's world of manners and decorum in the household he maintains is tested by the arrival of a housekeeper who falls in love with him in post-WWI Britain. The possibility of romance and his master's cultivation of ties with the Nazi cause challenge his carefully maintained veneer of servitude.,12.222576,"['Columbia Pictures', 'Merchant Ivory Productions']",1993-11-05,23237911.0,134.0,Released,Diamond in the Rough,The Remains of the Day,7.5,213.0,1993.0,"['anthonyhopkins', 'emmathompson', 'jamesfox']","['newspap', 'butler', 'countryhous', 'loyalti', 'flower', 'nazi', 'jewish', 'britain', 'housekeep']",33,41,"['jamesivory', 'jamesivory', 'jamesivory']",newspap butler countryhous loyalti flower nazi jewish britain housekeep anthonyhopkins emmathompson jamesfox jamesivory jamesivory jamesivory Drama Romance,7.190790679892411,2.0206879130434783
0,40000000.0,"['Comedy', 'War']",11858,en,"Danny DeVito plays an advertising man who is slowly sliding downhill. When he is fired from his job in Detroit, he signs up for unemployment. One day they find him a job; Teaching thinking skills to Army recruits. He arrives on base to find that there is no structure set up for the class.",4.985157,"['Cinergi Pictures Entertainment', 'Touchstone Pictures']",1994-06-03,24332324.0,128.0,Released,"One Man's Mission To Teach The Few, The Proud... The Impossible!",Renaissance Man,5.9,83.0,1994.0,"['dannydevito', 'markwahlberg', 'gregoryhines']","['vietnamveteran', 'commerci', 'advertisingexpert', 'soldier', 'unemploy', 'womandirector', 'teachersandstud']",12,6,"['pennymarshall', 'pennymarshall', 'pennymarshall']",vietnamveteran commerci advertisingexpert soldier unemploy womandirector teachersandstud dannydevito markwahlberg gregoryhines pennymarshall pennymarshall pennymarshall Comedy War,5.7111532933332025,0.6083081
1,22000000.0,"['Action', 'Adventure', 'Crime', 'Science Fiction', 'Thriller']",5550,en,"The mega corporation Omni Consumer Products is still bent on creating their pet project, Delta City, to replace the rotting city of Detroit. Unfortunately, the inhabitants of the area have no intention of abandoning their homes simply for desires of the company. To this end, OCP have decided to force them to leave by employing a ruthless mercenary army to attack and harass them. An underground resistance begins and in this fight, Robocop must decide where his loyalties lie.",8.685798,['Orion Pictures'],1993-04-17,10696210.0,104.0,Released,He's back to lay down the law.,RoboCop 3,4.2,309.0,1993.0,"['robertjohnburke', 'nancyallen', 'mariomachado']","['cyborg', 'dystopia', 'polic', 'sequel', 'cyberpunk', 'policeman', 'robocop']",22,15,"['freddekker', 'freddekker', 'freddekker']",cyborg dystopia polic sequel cyberpunk policeman robocop robertjohnburke nancyallen mariomachado freddekker freddekker freddekker Action Adventure Crime Science Fiction Thriller,4.303244443643366,0.4861913636363636
0,20000000.0,['Comedy'],8005,en,"Robin Hood comes home after fighting in the Crusades to learn that the noble King Richard is in exile and that the despotic King John now rules England, with the help of the Sheriff of Rottingham. Robin Hood assembles a band of fellow patriots to do battle with King John and the Sheriff.",17.136671,"['Gaumont', 'Twentieth Century Fox Film Corporation', 'Brooksfilms']",1993-07-28,35739755.0,104.0,Released,"The legend had it coming... Find out where Robin Hood put his Little John, what made Will Scarlet, and what did Friar Tuck into his tights that Maid Marion all of a quiver?",Robin Hood: Men in Tights,6.4,575.0,1993.0,"['caryelwes', 'domdeluise', 'rogerrees']","['witch', 'treehous', 'robinhood', 'forest', 'tax', 'thief', 'parodi', 'arrow', 'spoof', 'tournament']",17,75,"['melbrooks', 'melbrooks', 'melbrooks']",witch treehous robinhood forest tax thief parodi arrow spoof tournament caryelwes domdeluise rogerrees melbrooks melbrooks melbrooks Comedy,6.335600145267735,1.78698775
0,11500000.0,"['Action', 'Crime', 'Drama', 'Thriller']",2088,en,A corrupt cop gets in over his head when he tries to assassinate a beautiful Russian hit-woman.,9.796318,"['Working Title Films', 'Polygram Filmed Entertainment', 'Hilary Henkin']",1993-09-13,3275585.0,100.0,Released,The story of a cop who wanted it bad and got it worse.,Romeo Is Bleeding,5.7,36.0,1993.0,"['garyoldman', 'lenaolin', 'annabellasciorra']","['policeoper', 'sexaddict', 'polic', 'mafiaboss', 'suspens', 'badcop', 'hitwoman']",17,18,"['petermedak', 'petermedak', 'petermedak']",policeoper sexaddict polic mafiaboss suspens badcop hitwoman garyoldman lenaolin annabellasciorra petermedak petermedak petermedak Action Crime Drama Thriller,5.481916741032645,0.2848334782608696
0,800000.0,"['Drama', 'Romance']",47889,en,"Reeling from her mother's recent death, Ruby Lee Gissing relocates to Florida to start anew. After finding a job at a souvenir store, Ruby becomes friends with the shop's owner, Mildred Chambers, and slowly acclimates to her new surroundings. Before long, she's juggling the affections of Mildred's Lothario son, Ricky, and the good-natured Mike. As she wavers between Ricky and Mike, Ruby also tries to come to terms with her past.",0.941994,"['Ruby in Paradise', 'Full Crew/Say Yea']",1993-10-08,1001437.0,114.0,Released,A woman's search for herself.,Ruby in Paradise,5.6,10.0,1993.0,"['ashleyjudd', 'toddfield', 'bentleymitchum']",['independentfilm'],9,13,"['victornunez', 'victornunez', 'victornunez']",independentfilm ashleyjudd toddfield bentleymitchum victornunez victornunez victornunez Drama Romance,5.3314686358515075,1.25179625
0,12000000.0,['Drama'],14534,en,"Rudy grew up in a steel mill town where most people ended up working, but wanted to play football at Notre Dame instead. There were only a couple of problems. His grades were a little low, his athletic skills were poor, and he was only half the size of the other players. But he had the drive and the spirit of 5 people and has set his sights upon joining the team.",5.914833,['TriStar Pictures'],1993-09-17,22750363.0,114.0,Released,"It's not the size of the dog in the fight, It's the size of the fight in the dog.",Rudy,7.2,187.0,1993.0,"['seanastin', 'jonfavreau', 'nedbeatty']","['americanfootbal', 'biographi', 'sport', 'familyrelationship']",24,17,"['davidanspaugh', 'davidanspaugh', 'davidanspaugh']",americanfootbal biographi sport familyrelationship seanastin jonfavreau nedbeatty davidanspaugh davidanspaugh davidanspaugh Drama,6.9005229216816115,1.8958635833333333
0,22000000.0,"['Drama', 'History', 'War']",424,en,The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.,41.725124,"['Universal Pictures', 'Amblin Entertainment']",1993-11-29,321365567.0,195.0,Released,"Whoever saves one life, saves the world entire.",Schindler's List,8.3,4436.0,1993.0,"['liamneeson', 'benkingsley', 'ralphfiennes']","['factori', 'concentrationcamp', 'hero', 'holocaust', 'worldwarii', 'nazi', 'defenseindustri', 'biographi']",30,36,"['stevenspielberg', 'stevenspielberg', 'stevenspielberg']",factori concentrationcamp hero holocaust worldwarii nazi defenseindustri biographi liamneeson benkingsley ralphfiennes stevenspielberg stevenspielberg stevenspielberg Drama History War,8.276764949365539,14.607525772727273
0,13000000.0,"['Comedy', 'Crime', 'Horror', 'Thriller']",11592,en,"A picture perfect middle class family is shocked when they find out that one of their neighbors is receiving obscene phone calls. The mom takes slights against her family very personally, and it turns out she is indeed the one harassing the neighbor. As other slights befall her beloved family, the body count begins to increase.",5.305311,"['Savoy Pictures', 'Polar Entertainment']",1994-04-13,7820688.0,95.0,Released,"Every Mom Wants to Be Wanted, But Not For Murder One!",Serial Mom,6.4,137.0,1994.0,"['kathleenturner', 'samwaterston', 'rickilake']","['housewif', 'protect', 'motherlylov', 'evilmoth', 'murder', 'independentfilm', 'perfect']",67,6,"['johnwaters', 'johnwaters', 'johnwaters']",housewif protect motherlylov evilmoth murder independentfilm perfect kathleenturner samwaterston rickilake johnwaters johnwaters johnwaters Comedy Crime Horror Thriller,6.1716051663565,0.6015913846153846
1,25000000.0,"['Adventure', 'Fantasy', 'Action', 'Thriller', 'Science Fiction']",8850,en,"Based on the 1930's comic strip, puts the hero up against his arch enemy, Shiwan Khan, who plans to take over the world by holding a city to ransom using an atom bomb. Using his powers of invisibility and ""The power to cloud men's minds"", the Shadow comes blazing to the city's rescue with explosive results.",7.881107,['Universal Pictures'],1994-07-01,48063435.0,108.0,Released,The Shadow Knows!,The Shadow,5.4,140.0,1994.0,"['alecbaldwin', 'johnlone', 'penelopeannmiller']","['newyork', 'atomicbomb', 'ladykil', 'hypnosi', 'superhero', 'basedoncom', 'invis']",24,7,"['russellmulcahy', 'russellmulcahy', 'russellmulcahy']",newyork atomicbomb ladykil hypnosi superhero basedoncom invis alecbaldwin johnlone penelopeannmiller russellmulcahy russellmulcahy russellmulcahy Adventure Fantasy Action Thriller Science Fiction,5.369806220647531,1.9225374
0,21000000.0,"['Comedy', 'Drama', 'Romance']",858,en,A young boy who tries to set his dad up on a date after the death of his mother. He calls into a radio station to talk about his dad’s loneliness which soon leads the dad into meeting a Journalist Annie who flies to Seattle to write a story about the boy and his dad. Yet Annie ends up with more than just a story in this popular romantic comedy.,10.234919,['TriStar Pictures'],1993-06-24,227799884.0,105.0,Released,"What if someone you never met, someone you never saw, someone you never knew was the only someone for you?",Sleepless in Seattle,6.5,630.0,1993.0,"['tomhanks', 'megryan', 'billpullman']","['fathersonrelationship', 'lovesick', 'journalist', 'lossofmoth', 'lossoflov', 'radiost', 'christmasparti', ""loveofone'slif"", 'radio', 'seattl', 'baltimor', 'fiancé', 'radiopresent', 'airplan', 'radiotransmiss', 'friendship', 'unsoci', 'womandirector']",23,27,"['noraephron', 'noraephron', 'noraephron']",fathersonrelationship lovesick journalist lossofmoth lossoflov radiost christmasparti loveofone'slif radio seattl baltimor fiancé radiopresent airplan radiotransmiss friendship unsoci womandirector tomhanks megryan billpullman noraephron noraephron noraephron Comedy Drama Romance,6.435813667087696,10.847613523809525
0,40000000.0,"['Drama', 'Thriller']",867,en,A women moves into an apartment in Manhattan and learns that the previous tenant's life ended mysteriously after the tenant fell from the balcony.,11.23297,"['Paramount Pictures', 'Robert Evans Company']",1993-05-21,116300000.0,108.0,Released,You like to watch... don't you?,Sliver,4.9,144.0,1993.0,"['sharonstone', 'williambaldwin', 'tomberenger']","['newyork', 'sex', 'basedonnovel', 'erotic', 'hiddencamera', 'videosurveil', 'psychopath', 'murder', 'neighbor', 'stalk', 'femaleprotagonist', 'drugus', 'sextalk', 'apartmentbuild', 'landlordtenantrelationship', 'mindgam', 'eroticthril']",18,51,"['phillipnoyce', 'phillipnoyce', 'phillipnoyce']",newyork sex basedonnovel erotic hiddencamera videosurveil psychopath murder neighbor stalk femaleprotagonist drugus sextalk apartmentbuild landlordtenantrelationship mindgam eroticthril sharonstone williambaldwin tomberenger phillipnoyce phillipnoyce phillipnoyce Drama Thriller,4.965453009012949,2.9075
1,28000000.0,"['Science Fiction', 'Drama', 'Thriller']",78,en,"In the smog-choked dystopian Los Angeles of 2019, blade runner Rick Deckard is called out of retirement to terminate a quartet of replicants who have escaped to Earth seeking their creator for a way to extend their short life spans.",96.27238,"['Shaw Brothers', 'Warner Bros.', 'The Ladd Company']",1982-06-25,33139618.0,117.0,Released,Man has made his match... now it's his problem.,Blade Runner,7.9,3833.0,1982.0,"['harrisonford', 'rutgerhauer', 'seanyoung']","['artificialintellig', 'bountyhunt', 'dystopia', 'genet', 'fugit', 'cyberpunk', 'losangel', 'technoir', 'neo-noir']",31,37,"['ridleyscott', 'ridleyscott', 'ridleyscott']",artificialintellig bountyhunt dystopia genet fugit cyberpunk losangel technoir neo-noir harrisonford rutgerhauer seanyoung ridleyscott ridleyscott ridleyscott Science Fiction Drama Thriller,7.876658761275419,1.1835577857142856
0,20000000.0,"['Comedy', 'Crime', 'Romance']",10442,en,"Just after a bad breakup, Charlie MacKenzie falls for lovely butcher Harriet Michaels and introduces her to his parents. But, as voracious consumers of sensational tabloids, his parents soon come to suspect that Harriet is actually a notorious serial killer -- ""Mrs. X"" -- wanted in connection with a string of bizarre honeymoon killings. Thinking his parents foolish, Charlie proposes to Harriet. But while on his honeymoon with her, he begins to fear they were right.",8.051914,['TriStar Pictures'],1993-07-30,11585483.0,93.0,Released,The honeymoon was killer.,So I Married an Axe Murderer,6.1,131.0,1993.0,"['mikemyers', 'nancytravis', 'anthonylapaglia']","['scotland', 'butcher', 'sister', 'murder', 'axemurd']",18,9,"['thomasschlamme', 'thomasschlamme', 'thomasschlamme']",scotland butcher sister murder axemurd mikemyers nancytravis anthonylapaglia thomasschlamme thomasschlamme thomasschlamme Comedy Crime Romance,5.9247957145380585,0.57927415
0,48000000.0,"['Adventure', 'Comedy', 'Family', 'Fantasy']",9607,en,"Mario and Luigi, plumbers from Brooklyn, find themselves in an alternate universe where evolved dinosaurs live in hi-tech squalor. They're the only hope to save our universe from invasion by the dino dictator, Koopa.",7.198455,"['Hollywood Pictures', 'Cinergi Pictures Entertainment', 'Allied Filmmakers']",1993-05-28,20915465.0,104.0,Released,This Ain't No Game.,Super Mario Bros.,4.0,236.0,1993.0,"['bobhoskins', 'johnleguizamo', 'dennishopper']","['savingtheworld', 'brotherbrotherrelationship', 'royalti', 'dinosaur', 'basedonvideogam', 'womandirector', 'multipledimens']",10,11,"['annabeljankel', 'annabeljankel', 'annabeljankel']",savingtheworld brotherbrotherrelationship royalti dinosaur basedonvideogam womandirector multipledimens bobhoskins johnleguizamo dennishopper annabeljankel annabeljankel annabeljankel Adventure Comedy Family Fantasy,4.156147928462428,0.4357388541666667
0,7400000.0,"['Action', 'Adventure', 'Thriller', 'Crime']",17585,en,Mason is a man down on his luck with nothing to lose when he's approached to lead a group of wealthy hunters on an expedition in the Pacific Northwest. But things get really twisted when Mason discovers the group isn't after wild animals -- they're after him.,3.644641,['New Line Cinema'],1994-04-15,7690013.0,96.0,Released,The ultimate manhunt.,Surviving the Game,6.1,53.0,1994.0,"['ice-t', 'rutgerhauer', 'charless.dutton']",['huntinghumanb'],7,2,"['ernestr.dickerson', 'ernestr.dickerson', 'ernestr.dickerson']",huntinghumanb ice-t rutgerhauer charless.dutton ernestr.dickerson ernestr.dickerson ernestr.dickerson Action Adventure Thriller Crime,5.76950100696952,1.0391909459459459
0,50000000.0,"['Action', 'Thriller']",9057,en,A maverick skydiver and a former KGB agent team up to stop the Russian mafia from stealing gold.,8.012225,"['Hollywood Pictures', 'PolyGram Filmed Entertainment', 'Interscope Communications']",1994-09-23,16478900.0,102.0,Released,It's not the fall that kills you...,Terminal Velocity,5.0,82.0,1994.0,"['charliesheen', 'nastassjakinski', 'jamesgandolfini']","['ladykil', 'kgb', 'parachut']",7,10,"['deransarafian', 'deransarafian', 'deransarafian']",ladykil kgb parachut charliesheen nastassjakinski jamesgandolfini deransarafian deransarafian deransarafian Action Thriller,5.0710776804557085,0.329578
0,18000000.0,"['Fantasy', 'Animation', 'Family']",9479,en,"Tired of scaring humans every October 31 with the same old bag of tricks, Jack Skellington, the spindly king of Halloween Town, kidnaps Santa Claus and plans to deliver shrunken heads and other ghoulish gifts to children on Christmas morning. But as Christmas approaches, Jack's rag-doll girlfriend, Sally, tries to foil his misguided plans.",17.730913,"['Tim Burton Productions', 'Skellington Productions Inc.', 'Touchstone Pictures']",1993-10-09,75634409.0,76.0,Released,A ghoulish tale with wicked humor & stunning animation.,The Nightmare Before Christmas,7.6,2135.0,1993.0,"['dannyelfman', 'chrissarandon', ""catherineo'hara""]","['holiday', 'fire', 'santaclaus', 'magic', 'halloween', 'skeleton', 'music', 'christmastre', 'fallfromheight', 'wood', 'anim', 'pumpkin', 'christma']",16,35,"['henryselick', 'henryselick', 'henryselick']",holiday fire santaclaus magic halloween skeleton music christmastre fallfromheight wood anim pumpkin christma dannyelfman chrissarandon catherineo'hara henryselick henryselick henryselick Fantasy Animation Family,7.563094971711207,4.201911611111111
0,30000000.0,"['Action', 'Adventure', 'Comedy']",10057,en,"D'Artagnan travels to Paris hoping to become a musketeer, one of the French king's elite bodyguards, only to discover that the corps has been disbanded by conniving Cardinal Richelieu, who secretly hopes to usurp the throne. Fortunately, Athos, Porthos and Aramis have refused to lay down their weapons and continue to protect their king. D'Artagnan joins with the rogues to expose Richelieu's plot against the crown.",6.34785,"['Walt Disney Pictures', 'Caravan Pictures']",1993-11-11,53898845.0,105.0,Released,All for one and one for all!,The Three Musketeers,6.2,219.0,1993.0,"['charliesheen', 'kiefersutherland', ""chriso'donnell""]","['pari', 'musket']",11,54,"['stephenherek', 'stephenherek', 'stephenherek']",pari musket charliesheen kiefersutherland chriso'donnell stephenherek stephenherek stephenherek Action Adventure Comedy,6.072110585091803,1.7966281666666666
0,25000000.0,"['Action', 'Adventure', 'Drama', 'History', 'Western']",11969,en,"Legendary marshal Wyatt Earp, now a weary gunfighter, joins his brothers Morgan and Virgil to pursue their collective fortune in the thriving mining town of Tombstone. But Earp is forced to don a badge again and get help from his notorious pal Doc Holliday when a gang of renegade brigands and rustlers begins terrorizing the town.",11.338194,"['Hollywood Pictures', 'Cinergi Pictures Entertainment']",1993-12-25,56505065.0,130.0,Released,Justice is coming.,Tombstone,7.4,632.0,1993.0,"['kurtrussell', 'valkilmer', 'samelliott']","['retir', 'wyattearp', 'rightandjustic', 'historicalfigur']",42,57,"['georgep.cosmatos', 'georgep.cosmatos', 'georgep.cosmatos']",retir wyattearp rightandjustic historicalfigur kurtrussell valkilmer samelliott georgep.cosmatos georgep.cosmatos georgep.cosmatos Action Adventure Drama History Western,7.290129068385784,2.2602026
0,12500000.0,"['Action', 'Thriller', 'Crime', 'Romance']",319,en,"Clarence marries hooker Alabama, steals cocaine from her pimp, and tries to sell it in Hollywood, while the owners of the coke try to reclaim it.",17.189327,"['Davis-Films', 'August Entertainment', 'Warner Bros.']",1993-09-09,12281551.0,120.0,Released,"Stealing, Cheating, Killing. Who said romance was dead?",True Romance,7.5,762.0,1993.0,"['christianslater', 'patriciaarquette', 'michaelrapaport']","['fathersonrelationship', 'filmproduc', 'mexicanstandoff', 'lossoffath', 'cocain', 'love', 'mafia', 'losangel', 'drug', 'illegalprostitut', 'gunviol']",40,39,"['tonyscott', 'tonyscott', 'tonyscott']",fathersonrelationship filmproduc mexicanstandoff lossoffath cocain love mafia losangel drug illegalprostitut gunviol christianslater patriciaarquette michaelrapaport tonyscott tonyscott tonyscott Action Thriller Crime Romance,7.403784301898767,0.98252408
0,27000000.0,"['Fantasy', 'Science Fiction', 'Family', 'Animation']",15139,en,"Tyler knows a lot about accidents. So much so, he is scared to do anything that might endanger him, like riding his bike, or climbing into his treehouse. While in an old library, he is mystically transported into the unknown world of books, and he has to try and get home again. Along the way he meets some interesting characters, like Fantasy, Adventure, and Horror... Written by Colin Tinto",7.436001,"['Twentieth Century Fox Film Corporation', 'Turner Pictures (I)']",1994-11-23,13670688.0,80.0,Released,All The Adventure Your Imagination Can Hold.,The Pagemaster,6.2,178.0,1994.0,"['macaulayculkin', 'christopherlloyd', 'patrickstewart']","['librari', 'adventur', 'partanim']",22,22,"['joejohnston', 'joejohnston', 'joejohnston']",librari adventur partanim macaulayculkin christopherlloyd patrickstewart joejohnston joejohnston joejohnston Fantasy Science Fiction Family Animation,6.047493373771445,0.5063217777777778
1,18000000.0,"['Comedy', 'Family']",771,en,"Eight-year-old Kevin McCallister makes the most of the situation after his family unwittingly leaves him behind when they go on Christmas vacation. But when a pair of bungling burglars set their sights on Kevin's house, the plucky kid stands ready to defend his territory. By planting booby traps galore, adorably mischievous Kevin stands his ground as his frantic mother attempts to race home before.",0.702543,"['Twentieth Century Fox Film Corporation', 'Hughes Entertainment']",1990-11-09,476684675.0,103.0,Released,A Family Comedy Without the Family.,Home Alone,7.1,2487.0,1990.0,"['macaulayculkin', 'joepesci', 'danielstern']","['holiday', 'burglar', 'homeinvas', 'mischief', 'boobytrap', 'christma', 'child']",31,44,"['chriscolumbus', 'chriscolumbus', 'chriscolumbus']",holiday burglar homeinvas mischief boobytrap christma child macaulayculkin joepesci danielstern chriscolumbus chriscolumbus chriscolumbus Comedy Family,7.074986553772132,26.482481944444444
0,22000000.0,"['Fantasy', 'Drama', 'Thriller', 'Mystery', 'Romance']",251,en,"Sam Wheat is a banker, Molly Jensen is an artist, and the two are madly in love. However, when Sam is murdered by his friend and corrupt business partner Carl Bruner over a shady business deal, he is left to roam the earth as a powerless spirit. When he learns of Carl's betrayal, Sam must seek the help of psychic Oda Mae Brown to set things right and protect Molly from Carl and his goons.",11.945397,['Paramount Pictures'],1990-07-12,505000000.0,127.0,Released,A love that will last forever.,Ghost,6.9,1381.0,1990.0,"['patrickswayze', 'demimoore', 'whoopigoldberg']","['corrupt', 'fortunetel', 'moneylaund', 'afterlif', 'spirit']",14,61,"['jerryzucker', 'jerryzucker', 'jerryzucker']",corrupt fortunetel moneylaund afterlif spirit patrickswayze demimoore whoopigoldberg jerryzucker jerryzucker jerryzucker Fantasy Drama Thriller Mystery Romance,6.860251475009405,22.954545454545453
1,28000000.0,"['Animation', 'Family', 'Comedy', 'Adventure', 'Fantasy', 'Romance']",812,en,"Princess Jasmine grows tired of being forced to remain in the palace and she sneaks out into the marketplace  in disguise where she meets street-urchin Aladdin and the two fall in love, although she may only marry a prince. After being thrown in jail, Aladdin and becomes embroiled in a plot to find a mysterious lamp with which the evil Jafar hopes to rule the land.",16.357418,['Walt Disney Pictures'],1992-11-25,504050219.0,90.0,Released,Wish granted!,Aladdin,7.4,3495.0,1992.0,"['scottweinger', 'robinwilliams', 'lindalarkin']","['magic', 'music', 'cartoon', 'princess', 'love', 'comedi', 'anim', 'monkey', 'arab', 'aftercreditssting', 'geni', 'animalsidekick']",24,100,"['ronclements', 'ronclements', 'ronclements']",magic music cartoon princess love comedi anim monkey arab aftercreditssting geni animalsidekick scottweinger robinwilliams lindalarkin ronclements ronclements ronclements Animation Family Comedy Adventure Fantasy Romance,7.379239685159581,18.001793535714285
